smiles,antibiotic_activity
C#C[C@]1(O)CCC2C3CCC4=CC(=O)CC[C@@H]4C3CC[C@@]21CC,0
C#C[C@]1(O)CCC2C3CCC4=CCCCC4C3CC[C@@]21C,0
C#C[C@]1(O)CCC2C3CCC4=Cc5oncc5C[C@]4(C)C3CC[C@@]21C,0
C#C[C@]1(O)CCC2C3CCc4cc(O)ccc4C3CC[C@@]21C,0
C#C[C@]1(O)CCC2C3CCc4cc(OC)ccc4C3CC[C@@]21C,0
C#C[C@]1(O)CCC2C3CCc4cc(OC5CCCC5)ccc4C3CC[C@@]21C,0
C#C[C@]1(O)CCC2[C@@H]3CCC4=CCCC[C@@H]4C3C(=C)C[C@@]21CC,0
C#C[C@]1(OC(C)=O)CCC2C3CCC4=C/C(=N/O)CCC4C3CC[C@@]21CC,0
C#C[C@]1(OC(C)=O)CCC2C3CCC4=CC(=O)CC[C@@H]4C3CC[C@@]21C,0
C#C[C@]1(OC(C)=O)CCC2C3CCC4=C[C@@H](OC(C)=O)CCC4C3CC[C@@]21C,0
C(=C/N1CCN(C(c2ccccc2)c2ccccc2)CC1)\Cc1ccccc1,0
C/C(=C(/CCOP(=O)(O)O)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N,0
C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O,0
C/C(=C\CO)CC[C@H](C)CCC[C@H](C)CCCC(C)C,0
C/C1=C/CC(C)(C)/C=C/C/C(C)=C/CC1,0
C/C1=C2/N=C(/C=C3\N=C(/C(C)=C4\N=C(C(CC(N)=O)C4(C)CCC(=O)NCC(C)OP(=O)(O)O[C@@H]4[C@@H](CO)OC(n5c[n+]([Co]C#N)c6cc(C)c(C)cc65)[C@@H]4O)C4(C)N=C1C(CCC(N)=O)C4(C)CC(N)=O)C(CCC(N)=O)C3(C)C)C(CCC(N)=O)C2(C)CC(N)=O,0
C/C=C(/C)C(=O)O[C@@H]1[C@H](OC(C)=O)[C@@]2(CO)C(CC1(C)C)C1=CCC3[C@@]4(C)CC[C@H](O[C@@H]5O[C@H](C(=O)O)[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@](C)(CO)C4CC[C@@]3(C)[C@]1(C)C[C@H]2O,0
C/C=C(/C)C(=O)O[C@H]1CC[C@@]2(C)[C@@H]3CC[C@@H]4[C@@]2(C[C@@]2(O)[C@@H]5CN6C[C@@H](C)CC[C@H]6[C@@](C)(O)[C@@]5(O)[C@@H](O)C[C@@]42O)O[C@]13O.Cl,0
C/C=C(C(=C/C)/c1ccc(O)cc1)\c1ccc(O)cc1,0
C/C=C(\C)C(=O)O[C@H]1C[C@@H](OC(C)=O)[C@@]2(C(=O)OC)CO[C@@H]3C2[C@]12CO[C@](O)(C(=O)OC)[C@H]2[C@](C)(C12O[C@@]1(C)[C@H]1C[C@@H]2OC2OC=C[C@@]21O)[C@@H]3O,0
C/C=C/C(=O)N(CC)c1ccccc1C,0
C/C=C/CC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C,0
C/C=C/c1ccc(OC)cc1,0
C/C=C/c1ccc2c(c1)OCO2,0
C/C=C1/C[C@@H](C)[C@](O)(CO)C(=O)OCC2=CCN3CC[C@@H](OC1=O)[C@@H]23,0
C/C=C1\[C@H]2C=C(C)C[C@]1(N)c1ccc(=O)[nH]c1C2,0
C/C=C\C1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)c3ccc(O)cc3)C2SC1,0
C/C=N/N(C)C=O,0
C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1.O=C(O)/C=C\C(=O)O,1
C1CCN2C[C@H]3C[C@@H](CN4CCCC[C@H]34)[C@@H]2C1.O=S(=O)(O)O,0
C1CCc2nnnn2CC1,0
C1CNCCN1,0
C1CNCCN1.C[C@]12CCC3c4ccc(OS(=O)(=O)O)cc4CCC3C1CCC2=O,0
C1N2CN3CN1CN(C2)C3,0
C=C(C)C1CC=C(C)CC1,0
C=C(C)C1CC=C(CO)CC1,0
C=C(C)C1Cc2c(ccc3c(=O)c4c(oc23)COc2cc(OC)c(OC)cc2-4)O1,0
C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CCC4[C@@]5(C)CC[C@H](O)C(C)(C)C5CC[C@]43C)[C@@H]12,0
C=C(C)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@@H](CCC4[C@@]5(C)CC[C@H](O)C(C)(C)C5CC[C@]43C)C12,0
C=C(C)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@@H](CCC4[C@@]5(C)CC[C@H](OC(C)=O)C(C)(C)C5CC[C@]43C)C12,0
C=C(C)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CCC4[C@@]5(C)CC[C@H](O)C(C)(C)C5CC[C@]43C)C12,0
C=C(C)[C@H]1CC=C(C(=O)O)CC1,0
C=C(C)[C@H]1COc2cc3oc(=O)ccc3cc2O1,0
C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1,0
C=C(C)[C@H]1[C@@H]2C(=O)O[C@H]1[C@H]1OC(=O)[C@@]34O[C@@H]3C[C@]2(O)[C@@]14C,0
C=C(C)c1cc2cc(C(C)=O)c(O)cc2o1,0
C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,0
C=C(NC(=O)C(=C)NC(=O)c1csc(C2=NC3c4csc(n4)C4NC(=O)c5csc(n5)C(C(C)(O)C(C)O)NC(=O)C5CSC(=N5)/C(=C\C)NC(=O)C(C(C)O)NC(=O)c5csc(n5)C3(CC2)NC(=O)C(C)NC(=O)C(=C)NC(=O)C(C)NC(=O)C(C(C)CC)NC2C=Cc3c(C(C)O)cc(nc3C2O)C(=O)OC4C)n1)C(N)=O,0
C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,0
C=C/C=C\CC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1=O,0
C=C1C(=O)O[C@@H]2C3O[C@]3(C)CC/C=C(\C)CC[C@@H]12,0
C=C1C(=O)O[C@@H]2C[C@@]3(C)CCC[C@H](C)C3=C[C@H]12,0
C=C1C(C2(C)C=CC(=O)C(C)(C)C2CC(=O)OC)CC[C@@]2(C)[C@H](c3ccoc3)OC(=O)C3OC132,0
C=C1C/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,0
C=C1C2CC[C@@]3(C)[C@H](c4ccoc4)OC(=O)C[C@]13O[C@H]1CC(=O)C(C)(C)[C@H](C(O)C(=O)OC)[C@@]21C,0
C=C1C2CC[C@@]3(C)[C@H](c4ccoc4)OC(=O)C[C@]13O[C@H]1CC(O)C(C)(C)C(CC(=O)OC)[C@@]21C,0
C=C1CC/C=C(/C)CC[C@@H]2[C@@H]1CC2(C)C.O,0
C=C1CC2C(CC[C@]3(C)C(=O)CCC23)[C@@]2(C)C=CC(=O)C=C12,0
C=C1CC2C3C=C(C)C4=CC(=O)CC[C@]4(C)C3CC[C@]2(C)[C@@]1(OC(C)=O)C(C)=O,0
C=C1CCC(=O)C(C)CCC2C1CC2(C)C,0
C=C1CCC2C(CC2(C)C)C(=O)CCC1O,0
C=C1CCC2[C@@](C)(CC[C@@H](O)[C@@]2(C)CO)[C@@H]1C/C=C1/C(=O)OC[C@H]1O,0
C=C1CC[C@H](O)C/C1=C/C=C1\CCCC2(C)C1CCC2C(C)CCCC(C)C,0
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)C([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]12,0
C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12C=C[C@H](O)[C@@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O,0
C=C1[C@@H](n2cnc3c(=O)[nH]c(N)nc32)C[C@H](O)[C@H]1CO.O,0
C=C1[C@H]2CC[C@@]3(C)[C@H](c4ccoc4)OC(=O)C[C@]13O[C@H]1C[C@H](O)C(C)(C)[C@H](CC(=O)OC)[C@]12C,0
C=C1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@H]12.Cl,1
C=CC(C)(O)CC/C=C(\C)CCC=C(C)C,0
C=CC(C1=CC(=O)C(OC)=CC1=O)c1ccc(O)cc1,0
C=CC(C1=CC(=O)C(OC)=CC1=O)c1ccc(OC)cc1,0
C=CC(C1=CC(=O)C(OC)=CC1=O)c1ccccc1,0
C=CC(C1=CC(=O)C=CC1=O)c1ccccc1,0
C=CC1=C(C(=O)O)N2C(=O)C(NC(=O)/C(=N/OCC(=O)O)c3csc(N)n3)C2SC1,0
C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1,1
C=CC1=C(C)/C(=C/c2[nH]c(Cc3[nH]c(/C=C4\NC(=O)C(C)=C4C=C)c(C)c3CCC(=O)O)c(CCC(=O)O)c2C)NC1=O,0
C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5CCC(=O)O)C(CCC(=O)O)=C4C)c(C)c3C=C,0
C=CCC1(C(C)CCC)C(=O)N=C([S-])NC1=O.[Na+],0
C=CCCCCCCCCC(=O)O,0
C=CCCCCCCCCC(=O)[O-].C=CCCCCCCCCC(=O)[O-].[Zn+2],0
C=CCCCCCCCCCCCC(O)CC(O)CO,0
C=CCCCCCCCCCCCc1ccco1,0
C=CCN1CCC23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5.Cl,0
C=CCN=C=S,0
C=CCNC(N)=S,0
C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl.O=S(=O)(O)O,0
C=CCSCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,0
C=CCSCC=C,0
C=CCSC[C@@H](N)C(=O)O,0
C=CCSSCC=C,0
C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/C3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,0
C=CC[C@]1(O)CCC2C3CCC4=CC(=O)CCC4=C3C=C[C@@]21C,0
C=CC[C@]1(O)CCC2[C@@H]3CCC4=CCCC[C@@H]4C3CC[C@@]21C,0
C=CC[N+]1([C@H]2CC3C4CCC5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)C4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1.[Br-],0
C=CCc1cc(OC)c2c(c1OC)OCO2,0
C=CCc1ccc(O)c(OC)c1,0
C=CCc1ccc(OC)cc1,0
C=CCc1ccc2c(c1)OCO2,0
C=CCc1ccccc1OCC(O)CNC(C)C.Cl,0
C=C[C@@](C)(O)CCC1C(=C)C[C@H](OC(C)=O)C2C(C)(C)CCCC12C,0
C=C[C@@]1(C)CC(=O)[C@@]2(O)[C@](C)(O1)[C@@H](O)[C@@H](O)C1C(C)(C)CC[C@H](O)[C@@]12C,0
C=C[C@@]1(C)CC(=O)[C@@]2(O)[C@](C)(O1)[C@@H](OC(C)=O)[C@@H](O)C1C(C)(C)CC[C@H](O)[C@@]12C,0
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12.O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,0
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](OC(=O)OCC)c1ccnc2ccc(OC)cc12,0
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@H](O)c1ccnc2ccc(OC)cc12,0
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@H](O)c1ccnc2ccc(OC)cc12.Cl,0
C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@H](O)c1ccnc2ccccc12,0
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccccc12,0
C=C[C@](C)(O)CCC=C(C)C,0
C=C[C@](C)(O)CC[C@H]1[C@@](C)(O)CC[C@H]2C(C)(C)CCC[C@@]21C,0
CC#CCN1C(N2CCC[C@@H](N)C2)=NC2C1C(=O)N(Cc1nc(C)c3ccccc3n1)C(=O)N2C,0
CC#C[C@]1(O)CCC2C3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,0
CC(/C=C1\SC(=S)N(CC(=O)O)C1=O)=C\c1ccccc1,0
CC(=O)/N=c1\sc(S(N)(=O)=O)nn1C,0
CC(=O)C1C(=O)C=C(C)OC1=O,0
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,0
CC(=O)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,0
CC(=O)CC1CCCCN1.Cl,0
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,0
CC(=O)CCc1ccc(OC(C)=O)cc1,0
CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NCC(O)CO)c1I,0
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN.CS(=O)(=O)O,0
CC(=O)N1CCN(c2ccc(OCC3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,0
CC(=O)NC1CCSC1=O,0
CC(=O)NCC(=O)O.CC(=O)NCC(=O)O.N=C(N)c1ccc(/N=N/Nc2ccc(C(=N)N)cc2)cc1,0
CC(=O)NCCCCCC(=O)O,0
CC(=O)NCCCS(=O)(=O)[O-].CC(=O)NCCCS(=O)(=O)[O-].[Ca+2],0
CC(=O)NCCc1ccc(O)c(-c2c(O)c(O)c3c(c2O)C(=O)c2c(cc(O)c(C(=O)O)c2C(=O)O)C3=O)c1,0
CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1,0
CC(=O)NO,0
CC(=O)NS(=O)(=O)c1ccc(N)cc1,0
CC(=O)NS(=O)(=O)c1ccc(NC(=O)c2ccccc2C(=O)O)cc1,0
CC(=O)N[C@@H](CC(C)C)C(=O)O,0
CC(=O)N[C@@H](CCC(N)=O)C(=O)O,0
CC(=O)N[C@@H](CS)C(=O)O,0
CC(=O)N[C@@H](Cc1ccccc1)C(=O)O,0
CC(=O)N[C@@H]1[C@@H](NC(=N)N)C=C(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,0
CC(=O)N[C@@H]1[C@@H](O)C[C@@](O)(C(=O)O)O[C@H]1[C@H](O)[C@H](O)CO,0
CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,0
CC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I,0
CC(=O)Nc1cc([As](=O)(O)O)ccc1O,0
CC(=O)Nc1ccc(C(=O)O)cc1,0
CC(=O)Nc1ccc(CC(=O)O)cc1,0
CC(=O)Nc1ccc(O)cc1,0
CC(=O)Nc1ccc(OC(=O)c2ccccc2O)cc1,0
CC(=O)Nc1ccc(OC(C)=O)cc1,0
CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])cc2)cc1,0
CC(=O)Nc1ccc(S(=O)(=O)Nc2onc(C)c2C)cc1,0
CC(=O)Nc1ccc(S(=O)(=O)c2ccc(NC(C)=O)cc2)cc1,0
CC(=O)Nc1cccc(O)c1,0
CC(=O)Nc1ccccc1,0
CC(=O)Nc1ncc([N+](=O)[O-])s1,0
CC(=O)Nc1nnc(S(N)(=O)=O)s1,0
CC(=O)O.Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12,0
CC(=O)O.Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,0
CC(=O)O.N=C(N)N/N=C\c1c(Cl)cccc1Cl,0
CC(=O)OC(C)C[N+](C)(C)C.[Cl-],0
CC(=O)OC(CC(=O)O)[N+](C)(C)C.[Cl-],0
CC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,0
CC(=O)OC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,0
CC(=O)OC1CC2CCC1(C)C2(C)C,0
CC(=O)OC1CCC2(C)C(=CC=C3C2CCC2(C)C3CCC2C(C)/C=C/C(C)C(C)C)C1(C)C,0
CC(=O)OC1CCC2(C)C3CC(=O)C4(C)C(CC5OC6(CCC(C)CO6)[C@@H](C)C54)C3CC[C@H]2C1,0
CC(=O)OC1CC[C@@]2(C)C(CCC3C2CC[C@]2(C)C(C4=CC(=O)OC4)C(OC(C)=O)CC32O)C1,0
CC(=O)OC1CC[C@@]2(C)C(CC[C@]3(C)C2C2OC2[C@]24OC(=O)[C@@]5(CCC(C)C(C)C52)CC[C@]43C)C1(C)C,0
CC(=O)OC1CC[C@@]2(C)C(CC[C@]3(C)C2CC[C@]24OC(=O)[C@@]5(CCC(C)C(C)C52)CC[C@]43C)C1(C)C,0
CC(=O)OC1O[C@@H](c2ccoc2)[C@]2(C)CCC3[C@]4(C)C(C[C@H](OC(C)=O)C[C@@H]4OC(C)=O)C[C@H](OC(C)=O)[C@@]3(C)C23OC13,0
CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1.Cl,0
CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3[C@@H](O)C[C@@]21C,0
CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](Cl)C[C@@]21C,0
CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0
CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)CC[C@]4(C)C3C(=O)C[C@@]21C,0
CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)CC[C@]4(C)C3[C@@H](O)C[C@@]21C,0
CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0
CC(=O)OCC(=O)[C@@]1(O)CCC2C3CC[C@@H]4C[C@H](O)CC[C@]4(C)C3C(=O)C[C@@]21C,0
CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0
CC(=O)OCC(=O)[C@@]1(O)[C@H](C)CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0
CC(=O)OCC(=O)[C@@]1(O)[C@H](OC(C)=O)CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0
CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)CC2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,0
CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1CC1C3CCC4=CC(=O)C=C[C@]4(C)C3[C@@H](O)C[C@@]12C,0
CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1CC1C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,0
CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1CC1C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C,0
CC(=O)OCC(=O)[C@H]1CCC2C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@@]21C,0
CC(=O)OCC(CCn1cnc2cnc(N)nc21)COC(C)=O,0
CC(=O)OCC(COC(C)=O)OC(C)=O,0
CC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)CCCC(N)C(=O)[O-])C2SC1.[Zn+2],0
CC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1.[Na+],0
CC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1.[Na+],0
CC(=O)OCC[N+](C)(C)C.[Cl-],0
CC(=O)O[C@@H]1C2CC[C@@H]3C1(C[C@@H](O)[C@@]1(O)[C@@H](C[C@H](O)C1(C)C)[C@]3(C)O)C[C@@]2(C)O,0
CC(=O)O[C@@H]1CC2C(C)(C)C(=O)C3OC3[C@]2(C)C2CC[C@@]3(C)[C@H](c4ccoc4)OC(=O)C4OC43[C@@]21C,0
CC(=O)O[C@@H]1CC2C(C)(C)C(=O)C=C[C@]2(C)C2CC[C@]3(C)C(=CC(=O)O[C@H]3c3ccoc3)[C@@]21C,0
CC(=O)O[C@@H]1CC2C(C)(C)C(=O)CC[C@]2(C)C2CC[C@@]3(C)[C@H](c4ccoc4)OC(=O)C4OC43[C@@]21C,0
CC(=O)O[C@@H]1CC2C(C)(C)C=CC[C@]2(C)C2CC[C@@]3(C)C(c4ccoc4)OC(=O)[C@H]4O[C@]43[C@@]21C,0
CC(=O)O[C@@H]1CC2C(C)(C)[C@H](O)CC[C@]2(C)C2CC[C@@]3(C)[C@H](c4ccoc4)OC(=O)C4OC43[C@@]21C,0
CC(=O)O[C@@H]1CC2C(C)(CC[C@H](O)C2(C)C)C2CC[C@]3(C)C(=CC(=O)O[C@H]3c3ccoc3)C21C,0
CC(=O)O[C@@H]1CC[C@@]2(C)C(CC[C@]3(C)C2CC=C2C4CC(C)(C)CC[C@]4(C(=O)O)CC[C@]23C)C1(C)C,0
CC(=O)O[C@@H]1CC[C@@]2(C)C(C[C@@H](OC(C)=O)[C@@]3(C)C4=CC(=O)O[C@@H](c5ccoc5)[C@]4(C)CCC23)C1(C)C,0
CC(=O)O[C@@H]1C[C@@]2(C)[C@H](c3ccoc3)C[C@H]3O[C@]32[C@]2(C)C(=O)C(O)=C3C(C)(C)C(=O)C=C[C@]3(C)C12,0
CC(=O)O[C@@H]1C[C@@]23C[C@@]24CC[C@H](O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)C(C)(C)C4CCC3[C@]2(C)C[C@@H]3OC4(C[C@@H](C)[C@@H]3[C@@]12C)O[C@H](O)[C@]1(C)O[C@H]41,0
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)C12)C3(C)C.O.O.O,0
CC(=O)O[C@H]1C(=O)[C@@]2(C)C([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](O)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,0
CC(=O)O[C@H]1C(=O)[C@@]2(C)C([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,0
CC(=O)O[C@H]1CC2CCC3C(CC[C@@]4(C)C3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1.[Br-],0
CC(=O)O[C@H]1CCC2(C)C3=C(CCC2C1(C)C)[C@]1(C)CCC(C(C)CCC=C(C)C)[C@@]1(C)CC3,0
CC(=O)O[C@H]1CC[C@@]2(C)C(=CCC3C2CC[C@@]2(C)C3CC[C@@H]2C(C)CCCC(C)C)C1,0
CC(=O)O[C@H]1CC[C@@]2(C)C(=CCC3C4CCC(=O)[C@@]4(C)CCC32)C1,0
CC(=O)O[C@H]1CC[C@@]2(C)C(CC[C@]3(C)C2CC=C2C4CC(C)(C)CC[C@]4(C)CC[C@]23C)C1(C)C,0
CC(=O)O[C@H]1CC[C@@]2(C)C(C[C@@H](OC(C)=O)[C@]3(C)C2CC[C@@]2(C)[C@H](c4ccoc4)OC(=O)[C@H]4O[C@]423)C1(C)C,0
CC(=O)O[C@H]1CC[C@]2(C)C3CC[C@@]4(C)C(CC5O[C@@]6(CCC(C)CO6)[C@@H](C)C54)C3CC[C@@H]2C1,0
CC(=O)O[C@H]1CC[C@]2(C)C3CC[C@]4(C)C(C(C)=O)=CC[C@H]4C3CC[C@H]2C1,0
CC(=O)O[C@H]1C[C@@H](O)C(C)(C)C2C[C@@H](OC(C)=O)[C@]3(C)C(CC[C@@]4(C)[C@H](c5ccoc5)OC(=O)C5OC543)[C@]21C,0
